tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1368337,The Odyssey,2026-07-15,500.1532,8.0,3520,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",2026-09-07T11:45:15.080587,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1204680,Coyote vs. Acme,2026-08-20,637.0123,7.6,190,"[35, 12, 10751]","After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",2026-09-07T11:45:15.080602,H-43VeYGiPM,Official Trailer,Trailer,https://www.youtube.com/watch?v=H-43VeYGiPM
1288445,Mutiny,2026-08-19,436.8093,6.364,306,"[28, 53]","After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",2026-09-07T11:45:15.080607,2Iqvbe98Gb4,Official UK Trailer,Trailer,https://www.youtube.com/watch?v=2Iqvbe98Gb4
1386315,The Runner,2026-09-03,325.554,6.747,295,"[53, 28]","Maia Marten, a brilliant London lawyer, has her life shattered by a single call on her morning run: her son has been taken. To get him back, she must keep running, obey every ruthless command, and trust no one-each second a test of how far a mother will go to save her child.",2026-09-07T11:45:15.080611,zz4rsZLcauY,Official Trailer,Trailer,https://www.youtube.com/watch?v=zz4rsZLcauY
1232569,Pinocchio: Unstrung,2026-07-22,133.1865,6.633,90,"[27, 14, 9648]","Influenced by a sinister Cricket and created by Geppetto, Pinocchio launches a violent crusade to carve himself into a real boy like his brother James, one piece at a time.",2026-09-07T11:45:15.080616,_VHIU9dIAWQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=_VHIU9dIAWQ
1130948,Rosebush Pruning,2026-04-23,117.8689,6.189,37,"[35, 18, 53]","In a Spanish villa, American siblings Jack, Ed, Anna and Robert wallow in isolation and their inherited fortune. When Jack wants to move in with his girlfriend and Ed uncovers the truth about their mother’s death, the fabric of the family begins to unravel.",2026-09-07T11:45:15.080620,rmHD9gZbF7A,Official Trailer,Trailer,https://www.youtube.com/watch?v=rmHD9gZbF7A
1101412,Fall 2: Deadpoint,2026-09-01,96.6315,6.8,19,[53],"On a perilous climb across Thailand's Mount Kwan, two climbers become trapped thousands of feet above the ground, where vertigo-inducing heights, sheer exposure, and impossible odds turn every moment into a fight for survival.",2026-09-07T11:45:15.080624,Krs0VDIjhmE,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=Krs0VDIjhmE
1384216,The Dog Stars,2026-08-26,75.1544,6.685,216,"[878, 18]","After the world's population has been ravaged by a pandemic, a man lives a lonesome existence in a Colorado airplane hangar with his dog and a dour gunman he has befriended. When a mysterious transmission comes through on the radio while he’s flying his old Cessna, it sparks a hunt for the provenance of the sound.",2026-09-07T11:45:15.080631,-xSxaE1ClEE,Official Trailer,Trailer,https://www.youtube.com/watch?v=-xSxaE1ClEE
1127384,Deep Water,2026-04-30,84.83,7.111,468,"[27, 53]",A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,2026-09-07T11:45:15.080635,f0ptq0Lzdh8,Official Trailer,Trailer,https://www.youtube.com/watch?v=f0ptq0Lzdh8
1480574,Just Play Dead,2026-08-28,77.9244,6.6,29,"[53, 80]",A criminal mastermind plans to fake his death for insurance money while framing his wife's lover. His wife plots to kill him for real and take it all. Both race to outmanoeuvre each other in a deadly battle of wits.,2026-09-07T11:45:15.080640,LlAajeOoFBo,Official Trailer,Trailer,https://www.youtube.com/watch?v=LlAajeOoFBo
