tmdb_id,name,original_name,popularity,vote_average,vote_count,first_air_date,origin_country,genre_ids,overview,poster_path,fetched_at
108978,Reacher,Reacher,556.5367,8.102,3178,2022-02-03,"[""US""]","[10759, 80]","Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",/f1VCQIG2iCyOookdgOzwtUpwWC0.jpg,2026-08-31T12:53:48.944515
5920,The Mentalist,The Mentalist,403.9217,8.4,4632,2008-09-23,"[""US""]","[80, 18, 9648]","Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,2026-08-31T12:53:48.944529
113962,Lioness,Lioness,344.688,8.111,1443,2023-07-23,"[""US""]","[18, 10768]","Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.",/rzpHPSEgPTpRs8EHbygwsOw7jC0.jpg,2026-08-31T12:53:48.944536
94722,Tagesschau,Tagesschau,325.1711,6.768,256,1952-12-26,"[""DE""]",[10763],"German daily news program, the oldest still existing program on German television.",/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,2026-08-31T12:53:48.944542
125988,Silo,Silo,339.6842,8.191,2528,2023-05-04,"[""US""]","[10765, 18]","In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo.",/gMYZZvnkVNTqSVnVCphWbPXwWwb.jpg,2026-08-31T12:53:48.944548
2734,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,292.5341,7.96,4324,1999-09-20,"[""US""]","[80, 18, 9648]","In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",/iofokHZoUB4Qhik4PflvJl8TT6a.jpg,2026-08-31T12:53:48.944555
95350,Lanterns,Lanterns,255.6563,8.3,218,2026-08-16,"[""US""]","[18, 9648, 10765]","Two intergalactic cops, new recruit John Stewart and Lantern legend Hal Jordan, are drawn into a dark, Earth-based mystery as they investigate a murder in the American heartland.",/gpC7h43xPMEV3goYMQShfJbTtLq.jpg,2026-08-31T12:53:48.944561
456,The Simpsons,The Simpsons,261.4622,8.021,10968,1989-12-17,"[""US""]","[16, 35]","Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",/uWpG7GqfKGQqX4YMAo3nv5OrglV.jpg,2026-08-31T12:53:48.944570
117217,El conquistador,El conquistador,270.9258,5.7,3,2005-01-03,"[""ES""]",[10764],,/AaOxyfJdXcb1FnKeoj87FiHUs0w.jpg,2026-08-31T12:53:48.944576
37528,Gran hermano,Gran hermano,278.6275,4.5,4,2001-03-10,"[""AR""]",[10764],Argentina's version of the Big Brother franchise.,/snIRCY6Qhei08YUNQjjZI2gc4CK.jpg,2026-08-31T12:53:48.944582
